waypoint,joint0_desired,joint0_actual,joint1_desired,joint1_actual,joint2_desired,joint2_actual,joint3_desired,joint3_actual,joint4_desired,joint4_actual,joint5_desired,joint5_actual,joint_error,ee_error,clearance
23,1.0774333333333332,1.0773700268974822,-1.7976666666666665,-1.7976669311462135,2.7855000000000003,2.7854999379147998,-2.4308666666666667,-2.4308679361572705,-1.4537000000000002,-1.4537009031771753,0.0,1.8585865037759094e-06,2.5863939837033525e-05,1.5e-05,0.05
24,1.2009333333333334,1.2008960724522895,-1.7660333333333333,-1.766033574628207,2.779233333333334,2.7792333753878053,-2.4526,-2.452601006040317,-1.4355333333333335,-1.4355338416836219,0.0,1.3786339606270729e-06,1.5229381781600748e-05,9e-06,0.05
25,1.3285666666666665,1.3285228871877137,-1.7220666666666666,-1.7220671108411776,2.7636000000000003,2.763600104913807,-2.4775666666666667,-2.4775678183944367,-1.4244333333333332,-1.4244338717130056,0.0,1.5966355720977728e-06,1.7893279231570645e-05,1.1e-05,0.05
26,1.4551666666666667,1.4551240870070388,-1.6702000000000001,-1.670200762947929,2.7396333333333334,2.7396334941716147,-2.5034,-2.5034006273923746,-1.4179333333333333,-1.4179337122172666,0.0,1.0749926418207635e-06,1.7394099363162693e-05,1.1e-05,0.05
27,1.5760333333333332,1.5759983739909258,-1.6147333333333334,-1.6147342658423767,2.7085333333333335,2.708533575487183,-2.5277,-2.5276990153063217,-1.4134333333333335,-1.4134331148099835,0.0,-7.733998245990446e-07,1.4286936658723104e-05,9e-06,0.05
28,1.689,1.6889465202129834,-1.5581333333333334,-1.5581357744654383,2.6713999999999998,2.671400858444375,-2.5502333333333334,-2.550232675774148,-1.4110666666666667,-1.411066622679052,0.0,-2.4100757235589544e-07,2.1860451640982887e-05,1.5e-05,0.05
29,1.7940333333333334,1.7939432393818129,-1.5014666666666667,-1.5014727964832881,2.6292666666666666,2.6292693371302276,-2.5728666666666666,-2.572864440336966,-1.4142,-1.4141994472509432,0.0,-1.0934032691730805e-06,3.689644005904169e-05,2.7e-05,0.05
30,1.8900999999999997,1.889967764023442,-1.4459666666666664,-1.4459812123418985,2.583066666666667,2.583075100622374,-2.5947999999999998,-2.5947963645275998,-1.4213333333333333,-1.4213321499429046,0.0,-1.027703407050582e-06,5.444375541136169e-05,4.2e-05,0.05
31,1.9527999999999999,1.9527557573150103,-1.3985666666666667,-1.398576827281151,2.5503000000000005,2.5503029533733756,-2.611933333333333,-2.611932255935519,-1.4340000000000002,-1.4339993993573368,0.0,-1.8919718590515156e-08,1.8578202243907697e-05,1.5e-05,0.015
32,1.9849333333333334,1.984816306703664,-1.3586333333333334,-1.3588559138943328,2.532266666666667,2.532297876630351,-2.6252333333333335,-2.6252102808779374,-1.4499666666666666,-1.449940066156781,0.0,-9.441697996799871e-07,0.00010444399959018855,7.3e-05,0.015
33,1.9894,1.9893803059198953,-1.3254000000000001,-1.3257231685330104,2.530066666666667,2.530075805702678,-2.635866666666667,-2.6358216206554737,-1.4675666666666665,-1.4674923798329198,0.0,-1.0009121668822756e-06,0.00013690505110969383,0.000101,0.015
34,1.9931999999999999,1.9931836429250878,-1.2916666666666667,-1.2920052045818327,2.5277666666666665,2.527776124900158,-2.6485,-2.6484469310485164,-1.4827000000000001,-1.4826373628090435,0.0,-7.722997656555071e-07,0.0001424226455745787,0.000105,0.015
35,1.9964666666666666,1.9964527440980127,-1.2575,-1.2578499298662575,2.5253,2.525310101131461,-2.662933333333333,-2.662873188672283,-1.4957,-1.4956462739351264,0.0,-4.812384643632609e-07,0.00014677129826354873,0.000109,0.015
36,1.9992999999999999,1.9992876909218986,-1.2229666666666665,-1.2233263693608105,2.5226333333333333,2.5226442973742342,-2.6789666666666663,-2.6788995779526066,-1.5069,-1.5068536003146422,0.0,-6.95844675231716e-07,0.00015072716097102237,0.000112,0.015
37,2.0017666666666667,2.0017560467051836,-1.1881,-1.1884684802888856,2.519666666666667,2.5196788630420452,-2.6964333333333332,-2.6963595510911973,-1.5165666666666666,-1.5165266659037042,0.0,-5.019049135135802e-07,0.00015442548939659988,0.000115,0.015
38,2.0039000000000002,2.003890887845653,-1.1529333333333331,-1.1533097136073471,2.5164000000000004,2.5164134302230208,-2.7152,-2.7151130502924983,-1.5249333333333333,-1.5248987484540364,0.0,-3.556123161006291e-07,0.00015847292349418908,0.000117,0.015
39,2.0057333333333336,2.0057257680991407,-1.1175333333333333,-1.117915876334312,2.5127333333333337,2.5127484070101938,-2.7351333333333336,-2.7350349614805642,-1.5322000000000002,-1.532170085771019,0.0,-2.0465985237817693e-08,0.0001618618129928373,0.000119,0.015
40,2.007333333333333,2.007326748746134,-1.0819666666666667,-1.0823536331008252,2.5086666666666666,2.5086833854751136,-2.756066666666667,-2.7559579686722278,-1.5385333333333333,-1.538507269471318,0.0,-8.382867553726934e-11,0.00016460076721573185,0.00012,0.015
41,2.0087333333333333,2.008727571962864,-1.0463000000000002,-1.046689639674048,2.5041333333333333,2.504151970346906,-2.7778666666666667,-2.7777489882658704,-1.5440666666666667,-1.5440438953757545,0.0,-3.433622567069311e-13,0.0001666164982629239,0.000121,0.015
42,2.0099666666666667,2.00996159133476,-1.0105666666666666,-1.0109580814423222,2.499166666666667,2.4991870864705414,-2.8004,-2.800274720306509,-1.5489333333333333,-1.548913306195459,0.0,-1.406409388044486e-15,0.00016819846503379708,0.000121,0.015
43,2.0110333333333332,2.0110289434781072,-0.9748,-0.9751923135515901,2.4937,2.4937224751061833,-2.823566666666667,-2.8234348238026055,-1.5532333333333332,-1.5532156385021765,0.0,-5.7647414828790594e-18,0.00016937629302907992,0.000122,0.015
44,2.0117,2.0116931283812156,-0.9509333333333333,-0.951287696560254,2.4899,2.4899391421450874,-2.8392000000000004,-2.839038564595739,-1.5559333333333332,-1.5559055041382621,0.0,-6.906607008854268e-20,0.0001602022040567116,0.000104,0.015
45,2.0124333333333335,2.012414384086559,-0.9476,-0.9476944050319425,2.4924,2.492337002038914,-2.8569333333333335,-2.8564547348007943,-1.5588,-1.5587259009059395,0.0,3.2140747438242856e-21,0.0002032188304101851,3e-06,0.015
46,2.0131666666666668,2.013147408232616,-0.9651333333333333,-0.9646839085887109,2.501133333333333,2.500908147252196,-2.8753333333333333,-2.8747917696939176,-1.5616666666666668,-1.5615913830631922,0.0,3.2140747438242856e-21,0.000303320802668331,0.000168,0.015
47,2.0141666666666667,2.014156229460302,-0.9918333333333332,-0.9914049747265375,2.5136999999999996,2.513569011427862,-2.9011,-2.9006931759708308,-1.5655333333333334,-1.565492967762567,0.0,-1.1241954222649107e-20,0.0002476197378158837,0.000163,0.015
48,2.0149000000000004,2.014892383789674,-1.0192666666666665,-1.0188168517158316,2.5252666666666665,2.525146882677021,-2.9232333333333336,-2.9229229719715204,-1.5685666666666667,-1.5685351919898887,0.0,-1.1241954222649107e-20,0.00022878466258856073,0.000163,0.015
49,2.0155,2.015493778010006,-1.0473,-1.0468104118431465,2.5357333333333334,2.535624928078613,-2.9419,-2.9416808547491375,-1.5709333333333333,-1.5709087763659764,0.0,-1.1241954222649107e-20,0.00022364952543467187,0.000169,0.015
50,2.0159333333333334,2.0159288322868227,-1.0758999999999999,-1.0753715996912945,2.545166666666667,2.545068959263525,-2.957266666666667,-2.9571070679526312,-1.5727333333333335,-1.5727146498699878,0.0,-1.1241954222649107e-20,0.00022898133243154522,0.000177,0.015
51,2.0162666666666667,2.016263335157011,-1.1051333333333335,-1.1045619059346794,2.5535666666666668,2.5534796542799647,-2.969533333333333,-2.969406088375835,-1.5740999999999998,-1.5740858897163028,0.0,1.2447008186446844e-07,0.0002416960629717764,0.000189,0.015
52,2.0165,2.016497773934083,-1.1349333333333333,-1.1343228824567084,2.560966666666667,2.5608900046658616,-2.9788333333333337,-2.978736798344969,-1.5751,-1.5750897375849817,0.0,1.9317738418537753e-07,0.0002542822083719759,0.0002,0.015
53,2.016666666666667,2.0166650332112397,-1.1652666666666667,-1.164619592030495,2.5673666666666666,2.5673003476773273,-2.9853,-2.9852327928150526,-1.5758333333333334,-1.5758257804612736,0.0,9.523771832308168e-08,0.0002669832460272738,0.00021,0.015
54,2.0168,2.0167996185650647,-1.1960666666666666,-1.195794945642765,2.5728000000000004,2.572777476200465,-2.9890333333333334,-2.9890177663193707,-1.576366666666667,-1.5763645655637972,0.0,1.6672135955809705e-07,0.00011149481020900282,8.8e-05,0.015
55,2.0168999999999997,2.016899798799436,-1.2272999999999998,-1.2270267936805637,2.5772333333333335,2.577215084842729,-2.990133333333333,-2.990128763970844,-1.5767666666666666,-1.5767651646817402,0.0,2.0412073271973338e-07,0.00011180184671135432,8.7e-05,0.015
56,2.016966666666667,2.0169665080021852,-1.2589,-1.2586173741231113,2.5806999999999998,2.580685726999114,-2.9887,-2.9887058522172247,-1.5770666666666668,-1.5770655137133271,0.0,1.1223943544638599e-07,0.00011555425880029813,9e-05,0.015
57,2.0170333333333335,2.0170332361861605,-1.2907666666666666,-1.290476970840316,2.5831666666666666,2.583156506227923,-2.9848,-2.9848159983706815,-1.5773,-1.577299168814491,0.0,1.7070105371849696e-07,0.00011852115397023286,9.2e-05,0.015
58,2.004966666666667,2.0050902292947157,-1.3013333333333332,-1.3012221641462995,2.5649333333333333,2.5651199386259385,-2.9738333333333333,-2.9739457958233158,-1.5778666666666668,-1.5778608561882161,0.0,2.6726744432219677e-09,0.00011189982107846915,0.000121,0.05
59,1.9823333333333333,1.982915871545457,-1.2900333333333334,-1.2903197761350913,2.5253666666666668,2.5268442126470423,-2.956433333333333,-2.9568816426352016,-1.5782666666666667,-1.578256228291693,0.0,-6.192278001340718e-08,0.0006838168084406085,0.00073,0.05
60,1.9504333333333335,1.9504981076125314,-1.2564333333333333,-1.2565309444708337,2.4639333333333333,2.4642638517122926,-2.9332,-2.933238800003293,-1.578166666666667,-1.5781668070110644,0.0,-7.22765258194033e-09,0.00014403211461565387,0.000152,0.05
