waypoint,joint0_desired,joint0_actual,joint1_desired,joint1_actual,joint2_desired,joint2_actual,joint3_desired,joint3_actual,joint4_desired,joint4_actual,joint5_desired,joint5_actual,joint_error,ee_error,clearance
0,1.8827500000000001,1.8831121203407177,-1.1631999999999998,-1.1635881076936145,2.30015,2.3009485555947435,-2.84825,-2.848512242376442,-1.5749499999999999,-1.574949884724945,0.0,-1.3286665325382084e-07,0.0004058367602547529,0.000382,0.05
1,1.8695333333333333,1.8698808386801242,-1.1476666666666666,-1.1480741555248328,2.2701666666666664,2.271069907201236,-2.837666666666667,-2.837944158346737,-1.5746666666666667,-1.574673804798425,0.0,-1.1542083148154083e-07,0.00044341538043215096,0.000418,0.05
2,1.8438999999999999,1.8439601767862337,-1.1162333333333334,-1.1163127517165137,2.209333333333333,2.2096337896243514,-2.816133333333333,-2.8161693349621726,-1.5739666666666665,-1.5739675318520474,0.0,-2.757595365355225e-07,0.0001300637342928102,0.000137,0.05
3,1.8207333333333333,1.8207866663573156,-1.0837666666666668,-1.0838382025264988,2.146033333333333,2.146381505014383,-2.7935,-2.7935377694187937,-1.5728,-1.5728017581249514,0.0,-1.3937547938591065e-07,0.00014754375034720593,0.000159,0.05
4,1.7997333333333334,1.7997814718723721,-1.0502,-1.0502606918202975,2.0802666666666667,2.080679206528368,-2.7697000000000003,-2.769740622145508,-1.5713666666666668,-1.5713688394104444,0.0,-1.530212347620163e-07,0.00017216506441063506,0.000191,0.05
5,1.7806666666666668,1.7807102517540983,-1.0155,-1.015548974221558,2.0120333333333336,2.0125106676871263,-2.7447,-2.744741824697964,-1.5698,-1.569802507740303,0.0,-5.1069110232464924e-08,0.00019744274117812147,0.000226,0.05
6,1.7633,1.7633157165293276,-0.9796,-0.979598844109865,1.9412,1.9414182212371163,-2.7185,-2.718518617731659,-1.5682,-1.5682009315859853,0.0,-9.067315165198069e-08,8.964406441667151e-05,0.000111,0.05
7,1.7474333333333334,1.7474475858315561,-0.9424666666666667,-0.9424146919545,1.8676333333333333,1.8678768905854681,-2.691133333333333,-2.69115263120427,-1.5666,-1.5666009507949195,0.0,-7.082076556057312e-08,0.00010214202230810835,0.000147,0.05
8,1.7328999999999999,1.7329129687150053,-0.9039666666666667,-0.9039008347569397,1.7911666666666666,1.791440179359595,-2.6626,-2.6626207840969975,-1.5649999999999997,-1.565000953209278,0.0,-6.501738557589385e-08,0.00011528523512242991,0.00017,0.05
9,1.7195666666666665,1.7195758123452158,-0.8639333333333333,-0.863989326842878,1.7115333333333334,1.7617566442420949,-2.6329333333333333,-2.6329544583455546,-1.5634,-1.5633976271129413,0.0,-2.4952196211365296e-06,0.02050359576463572,0.025683,0.05
10,1.7072666666666667,1.707251406845547,-0.8221333333333334,-0.8223124537572696,1.6283999999999998,1.7657492079846937,-2.602133333333333,-2.601925125997438,-1.5617999999999999,-1.5617808152839197,0.0,-1.8674074511464996e-05,0.056072692875825954,0.070336,0.05
11,1.6959,1.6958451271510921,-0.7783666666666668,-0.7784844538821514,1.5413333333333332,1.7652001090001377,-2.570233333333333,-2.5700913167193957,-1.5601666666666667,-1.5601010068905374,0.0,-5.616437335098457e-05,0.09139326905072634,0.11475,0.05
12,1.6853666666666667,1.6853067899573249,-0.7322666666666667,-0.7323478277029952,1.4497,1.7609397251039467,-2.537266666666667,-2.5371680398755836,-1.5584666666666667,-1.5583993629974027,0.0,-6.0827253354929686e-05,0.12706310414652044,0.159512,0.05
13,1.6756,1.6756743987324423,-0.6833999999999999,-0.6835133308425244,1.3527000000000002,1.752934055640955,-2.5032666666666668,-2.508707606842606,-1.5566333333333333,-1.5565982553623394,0.0,-0.0007659618126908995,0.1634102758049091,0.204187,0.05
14,1.6664999999999999,1.6757233543430474,-0.6315,-0.6882956228472727,1.2485000000000002,1.754208497027034,-2.4624333333333333,-2.4630805831232476,-1.5549,-1.5536655772098487,0.0,-0.0016481926148335414,0.2077885769542764,0.229162,0.05
15,1.6606999999999996,1.6757867300271274,-0.5915333333333334,-0.69359690471059,1.1732333333333334,1.7552961082991223,-2.4225666666666665,-2.423411589726422,-1.5541333333333334,-1.5515383447678146,0.0,-0.00349063023288879,0.24133700102626937,0.244967,0.015
16,1.6579666666666666,1.6756724588492153,-0.5647000000000001,-0.7004735130299693,1.1296,1.7567921596769653,-2.385333333333333,-2.3859516413682993,-1.5544333333333331,-1.5518477198290705,0.0,-0.0034863194313165063,0.26208687147673115,0.251402,0.015
17,1.6581,1.675653974086352,-0.5518333333333333,-0.704176473637785,1.1209666666666667,1.7574498559650191,-2.358166666666667,-2.35890645860872,-1.5555666666666668,-1.5526419191101866,0.0,-0.003953593205230668,0.26728641223821675,0.248798,0.015
18,1.6582000000000001,1.6755429093656478,-0.5387333333333334,-0.7076193120222002,1.1130666666666666,1.7581588617163946,-2.334766666666667,-2.335486707008127,-1.5566666666666666,-1.5536303672070462,0.0,-0.004112156548927098,0.27233369170346344,0.246088,0.015
19,1.6582999999999999,1.675430104893912,-0.5252333333333333,-0.7106568813609422,1.1053333333333333,1.758756531834087,-2.314833333333333,-2.3155605895186406,-1.5576999999999999,-1.554542749061549,0.0,-0.004280615508712963,0.27738842495676214,0.24344,0.015
20,1.6584,1.6759293838716236,-0.5113666666666666,-0.7122255188551002,1.0977333333333332,1.7579085060391215,-2.298,-2.298238763766292,-1.5586666666666666,-1.556357430544679,0.0,-0.0031361433397186483,0.28180904924941097,0.240758,0.015
21,1.6585,1.6757775711782588,-0.49720000000000003,-0.7138886532410198,1.0902333333333332,1.75841071058008,-2.283933333333333,-2.2882323896907626,-1.5595666666666668,-1.560362241416148,0.0,0.0011209893003540704,0.28686055433936475,0.238103,0.015
22,1.6585999999999999,1.6740912928834932,-0.4827333333333333,-0.7167726391444104,1.0828,1.760454835757259,-2.2723666666666666,-2.2785977468608936,-1.5604000000000002,-1.5719739045806025,0.0,0.01572363054639647,0.2928738259131731,0.235909,0.015
23,1.6587000000000003,1.6752164864213812,-0.46803333333333336,-0.7176698154947662,1.0754,1.759206545493533,-2.2630666666666666,-2.2696319673744454,-1.5611666666666668,-1.5648612985749486,0.0,0.0049816567334604435,0.2972832907042186,0.23352,0.015
24,1.6587666666666667,1.6751428877698722,-0.4531,-0.7184989910651499,1.0679999999999998,1.7593400550282274,-2.2557666666666667,-2.262539847372078,-1.5618666666666667,-1.5657146026458468,0.0,0.005182433227723696,0.3024189745382998,0.231814,0.015
25,1.6588333333333332,1.6750930112359195,-0.43793333333333334,-0.7191162256550946,1.0605333333333333,1.7594322079885745,-2.250266666666666,-2.256756132670696,-1.5625,-1.56437227705793,0.0,0.002537345130018508,0.3076361188604153,0.2304,0.015
26,1.6588666666666667,1.675087019259381,-0.42253333333333337,-0.7195624040970069,1.053,1.7595123341680763,-2.2463666666666664,-2.2530139608921225,-1.5630666666666666,-1.5670220680605345,0.0,0.00532618833376565,0.3129795645755646,0.229158,0.015
27,1.6589333333333334,1.6750526728003121,-0.4069,-0.7198377880995155,1.0453,1.7595438645385595,-2.2439,-2.2503598862805756,-1.5635666666666665,-1.5657246384710461,0.0,0.0029147820820074133,0.31843080705340504,0.228221,0.015
